PulserCal_6.09MeV
10/GEN/20 11:51
Sample 	 Time_L [msec]  Time_H [msec] 	 Amp [mV] 	 Detector 
417 	 855 	 0 	 4458 	 0 
418 	 860 	 0 	 4473 	 0 
419 	 860 	 0 	 4465 	 0 
420 	 864 	 0 	 4460 	 0 
421 	 864 	 0 	 4465 	 0 
422 	 866 	 0 	 4469 	 0 
423 	 866 	 0 	 4465 	 0 
424 	 871 	 0 	 4470 	 0 
425 	 871 	 0 	 4476 	 0 
426 	 875 	 0 	 4484 	 0 
427 	 875 	 0 	 4473 	 0 
428 	 879 	 0 	 4471 	 0 
429 	 879 	 0 	 4463 	 0 
430 	 883 	 0 	 4482 	 0 
431 	 883 	 0 	 4482 	 0 
432 	 888 	 0 	 4463 	 0 
433 	 888 	 0 	 4477 	 0 
434 	 892 	 0 	 4480 	 0 
435 	 892 	 0 	 4490 	 0 
436 	 896 	 0 	 4462 	 0 
437 	 896 	 0 	 4472 	 0 
438 	 900 	 0 	 4462 	 0 
439 	 900 	 0 	 4472 	 0 
440 	 905 	 0 	 4459 	 0 
441 	 905 	 0 	 4476 	 0 
442 	 907 	 0 	 4470 	 0 
443 	 907 	 0 	 4482 	 0 
444 	 912 	 0 	 4479 	 0 
445 	 912 	 0 	 4464 	 0 
446 	 916 	 0 	 4460 	 0 
447 	 916 	 0 	 4469 	 0 
448 	 920 	 0 	 4484 	 0 
449 	 920 	 0 	 4479 	 0 
450 	 924 	 0 	 4483 	 0 
451 	 924 	 0 	 4457 	 0 
452 	 929 	 0 	 4464 	 0 
453 	 929 	 0 	 4470 	 0 
454 	 933 	 0 	 4473 	 0 
455 	 933 	 0 	 4470 	 0 
456 	 937 	 0 	 4458 	 0 
457 	 937 	 0 	 4458 	 0 
458 	 941 	 0 	 4476 	 0 
459 	 941 	 0 	 4485 	 0 
460 	 946 	 0 	 4471 	 0 
461 	 946 	 0 	 4470 	 0 
462 	 948 	 0 	 4474 	 0 
463 	 948 	 0 	 4463 	 0 
464 	 953 	 0 	 4465 	 0 
465 	 953 	 0 	 4477 	 0 
466 	 957 	 0 	 4475 	 0 
467 	 957 	 0 	 4480 	 0 
468 	 961 	 0 	 4491 	 0 
469 	 961 	 0 	 4466 	 0 
470 	 965 	 0 	 4486 	 0 
471 	 965 	 0 	 4480 	 0 
472 	 970 	 0 	 4467 	 0 
473 	 970 	 0 	 4467 	 0 
474 	 974 	 0 	 4463 	 0 
475 	 974 	 0 	 4468 	 0 
476 	 978 	 0 	 4478 	 0 
477 	 978 	 0 	 4454 	 0 
478 	 982 	 0 	 4472 	 0 
479 	 982 	 0 	 4476 	 0 
480 	 987 	 0 	 4464 	 0 
481 	 987 	 0 	 4469 	 0 
482 	 991 	 0 	 4449 	 0 
483 	 991 	 0 	 4482 	 0 
484 	 994 	 0 	 4464 	 0 
485 	 994 	 0 	 4481 	 0 
486 	 998 	 0 	 4471 	 0 
487 	 998 	 0 	 4476 	 0 
488 	 1002 	 0 	 4467 	 0 
489 	 1002 	 0 	 4475 	 0 
490 	 1006 	 0 	 4462 	 0 
491 	 1006 	 0 	 4483 	 0 
492 	 1011 	 0 	 4469 	 0 
493 	 1011 	 0 	 4474 	 0 
494 	 1015 	 0 	 4467 	 0 
495 	 1015 	 0 	 4474 	 0 
496 	 1019 	 0 	 4472 	 0 
497 	 1019 	 0 	 4454 	 0 
498 	 1023 	 0 	 4454 	 0 
499 	 1023 	 0 	 4469 	 0 
500 	 1028 	 0 	 4474 	 0 
501 	 1028 	 0 	 4473 	 0 
502 	 1032 	 0 	 4472 	 0 
503 	 1032 	 0 	 4449 	 0 
504 	 1035 	 0 	 4468 	 0 
505 	 1035 	 0 	 4471 	 0 
506 	 1039 	 0 	 4468 	 0 
507 	 1039 	 0 	 4461 	 0 
508 	 1043 	 0 	 4470 	 0 
509 	 1043 	 0 	 4463 	 0 
510 	 1047 	 0 	 4478 	 0 
511 	 1047 	 0 	 4474 	 0 
512 	 1051 	 0 	 4465 	 0 
513 	 1051 	 0 	 4473 	 0 
514 	 1056 	 0 	 4474 	 0 
515 	 1056 	 0 	 4457 	 0 
516 	 1060 	 0 	 4475 	 0 
517 	 1060 	 0 	 4473 	 0 
518 	 1064 	 0 	 4460 	 0 
519 	 1064 	 0 	 4456 	 0 
520 	 1068 	 0 	 4471 	 0 
521 	 1068 	 0 	 4470 	 0 
522 	 1073 	 0 	 4467 	 0 
523 	 1073 	 0 	 4472 	 0 
524 	 1075 	 0 	 4471 	 0 
525 	 1075 	 0 	 4465 	 0 
526 	 1080 	 0 	 4477 	 0 
527 	 1080 	 0 	 4478 	 0 
528 	 1084 	 0 	 4476 	 0 
529 	 1084 	 0 	 4462 	 0 
530 	 1088 	 0 	 4467 	 0 
531 	 1088 	 0 	 4463 	 0 
532 	 1092 	 0 	 4454 	 0 
533 	 1092 	 0 	 4472 	 0 
534 	 1097 	 0 	 4466 	 0 
535 	 1097 	 0 	 4463 	 0 
536 	 1101 	 0 	 4472 	 0 
537 	 1101 	 0 	 4465 	 0 
538 	 1105 	 0 	 4462 	 0 
539 	 1105 	 0 	 4456 	 0 
540 	 1109 	 0 	 4477 	 0 
541 	 1109 	 0 	 4473 	 0 
542 	 1114 	 0 	 4461 	 0 
543 	 1114 	 0 	 4474 	 0 
544 	 1116 	 0 	 4465 	 0 
545 	 1116 	 0 	 4470 	 0 
546 	 1121 	 0 	 4466 	 0 
547 	 1121 	 0 	 4479 	 0 
548 	 1125 	 0 	 4467 	 0 
549 	 1125 	 0 	 4469 	 0 
550 	 1129 	 0 	 4476 	 0 
551 	 1129 	 0 	 4466 	 0 
552 	 1133 	 0 	 4467 	 0 
553 	 1133 	 0 	 4465 	 0 
554 	 1138 	 0 	 4478 	 0 
555 	 1138 	 0 	 4489 	 0 
556 	 1142 	 0 	 4475 	 0 
557 	 1142 	 0 	 4477 	 0 
558 	 1146 	 0 	 4460 	 0 
559 	 1146 	 0 	 4471 	 0 
560 	 1150 	 0 	 4471 	 0 
561 	 1150 	 0 	 4469 	 0 
562 	 1155 	 0 	 4468 	 0 
563 	 1155 	 0 	 4470 	 0 
564 	 1157 	 0 	 4472 	 0 
565 	 1157 	 0 	 4469 	 0 
566 	 1162 	 0 	 4475 	 0 
567 	 1162 	 0 	 4475 	 0 
568 	 1166 	 0 	 4474 	 0 
569 	 1166 	 0 	 4475 	 0 
570 	 1170 	 0 	 4468 	 0 
571 	 1170 	 0 	 4461 	 0 
572 	 1174 	 0 	 4477 	 0 
573 	 1174 	 0 	 4469 	 0 
574 	 1179 	 0 	 4455 	 0 
575 	 1179 	 0 	 4465 	 0 
576 	 1183 	 0 	 4463 	 0 
577 	 1183 	 0 	 4466 	 0 
578 	 1187 	 0 	 4470 	 0 
579 	 1187 	 0 	 4463 	 0 
580 	 1191 	 0 	 4466 	 0 
581 	 1191 	 0 	 4463 	 0 
582 	 1196 	 0 	 4478 	 0 
583 	 1196 	 0 	 4468 	 0 
584 	 1200 	 0 	 4473 	 0 
585 	 1200 	 0 	 4481 	 0 
586 	 1203 	 0 	 4470 	 0 
587 	 1203 	 0 	 4484 	 0 
588 	 1207 	 0 	 4479 	 0 
589 	 1207 	 0 	 4462 	 0 
590 	 1211 	 0 	 4478 	 0 
591 	 1211 	 0 	 4469 	 0 
592 	 1215 	 0 	 4473 	 0 
593 	 1215 	 0 	 4473 	 0 
594 	 1219 	 0 	 4478 	 0 
595 	 1219 	 0 	 4456 	 0 
596 	 1224 	 0 	 4464 	 0 
597 	 1224 	 0 	 4467 	 0 
598 	 1228 	 0 	 4485 	 0 
599 	 1228 	 0 	 4477 	 0 
600 	 1232 	 0 	 4479 	 0 
601 	 1232 	 0 	 4473 	 0 
602 	 1236 	 0 	 4482 	 0 
603 	 1236 	 0 	 4477 	 0 
604 	 1241 	 0 	 4465 	 0 
605 	 1241 	 0 	 4468 	 0 
606 	 1243 	 0 	 4470 	 0 
607 	 1243 	 0 	 4461 	 0 
608 	 1248 	 0 	 4464 	 0 
609 	 1248 	 0 	 4472 	 0 
610 	 1252 	 0 	 4470 	 0 
611 	 1252 	 0 	 4469 	 0 
612 	 1256 	 0 	 4481 	 0 
613 	 1256 	 0 	 4464 	 0 
614 	 1260 	 0 	 4481 	 0 
615 	 1260 	 0 	 4457 	 0 
616 	 1265 	 0 	 4479 	 0 
617 	 1265 	 0 	 4482 	 0 
618 	 1269 	 0 	 4475 	 0 
619 	 1269 	 0 	 4462 	 0 
620 	 1273 	 0 	 4479 	 0 
621 	 1273 	 0 	 4469 	 0 
622 	 1277 	 0 	 4468 	 0 
623 	 1277 	 0 	 4484 	 0 
624 	 1282 	 0 	 4465 	 0 
625 	 1282 	 0 	 4461 	 0 
626 	 1284 	 0 	 4461 	 0 
627 	 1284 	 0 	 4472 	 0 
628 	 1289 	 0 	 4464 	 0 
629 	 1289 	 0 	 4467 	 0 
630 	 1293 	 0 	 4468 	 0 
631 	 1293 	 0 	 4474 	 0 
632 	 1297 	 0 	 4470 	 0 
633 	 1297 	 0 	 4461 	 0 
634 	 1301 	 0 	 4471 	 0 
635 	 1301 	 0 	 4482 	 0 
636 	 1306 	 0 	 4470 	 0 
637 	 1306 	 0 	 4471 	 0 
638 	 1310 	 0 	 4462 	 0 
639 	 1310 	 0 	 4482 	 0 
640 	 1314 	 0 	 4472 	 0 
641 	 1314 	 0 	 4470 	 0 
642 	 1318 	 0 	 4468 	 0 
643 	 1318 	 0 	 4467 	 0 
644 	 1323 	 0 	 4462 	 0 
645 	 1323 	 0 	 4458 	 0 
646 	 1325 	 0 	 4455 	 0 
647 	 1325 	 0 	 4462 	 0 
648 	 1330 	 0 	 4458 	 0 
649 	 1330 	 0 	 4459 	 0 
650 	 1334 	 0 	 4474 	 0 
651 	 1334 	 0 	 4464 	 0 
652 	 1338 	 0 	 4471 	 0 
653 	 1338 	 0 	 4462 	 0 
654 	 1342 	 0 	 4463 	 0 
655 	 1342 	 0 	 4462 	 0 
656 	 1347 	 0 	 4452 	 0 
657 	 1347 	 0 	 4463 	 0 
658 	 1351 	 0 	 4459 	 0 
659 	 1351 	 0 	 4478 	 0 
660 	 1355 	 0 	 4463 	 0 
661 	 1355 	 0 	 4468 	 0 
662 	 1359 	 0 	 4482 	 0 
663 	 1359 	 0 	 4460 	 0 
664 	 1364 	 0 	 4470 	 0 
665 	 1364 	 0 	 4478 	 0 
666 	 1368 	 0 	 4469 	 0 
667 	 1368 	 0 	 4460 	 0 
668 	 1371 	 0 	 4468 	 0 
669 	 1371 	 0 	 4460 	 0 
670 	 1375 	 0 	 4484 	 0 
671 	 1375 	 0 	 4462 	 0 
672 	 1379 	 0 	 4459 	 0 
673 	 1379 	 0 	 4472 	 0 
